head	relation	tail
evt_dog_returns_sick	AVVIENE_DOPO	evt_neville_follows
evt_neville_follows	AVVIENE_DOPO	evt_neville_captures
evt_neville_captures	COME	PREPARAZIONE
evt_neville_captures	AVVIENE_IN	loc_bedroom
evt_neville_captures	AVVIENE_DOPO	evt_dog_panics
evt_dog_panics	COME	PREDICAMENTO
evt_dog_panics	AVVIENE_IN	loc_bedroom
evt_dog_panics	AVVIENE_DOPO	evt_neville_comforts
evt_neville_comforts	COME	PREPARAZIONE
evt_neville_comforts	AVVIENE_IN	loc_bedroom
evt_neville_comforts	AVVIENE_DOPO	evt_dog_calms
evt_dog_calms	COME	CAMBIAMENTO_DI_STATO
evt_dog_calms	AVVIENE_IN	loc_bedroom
evt_dog_calms	AVVIENE_DOPO	evt_dog_care
char_preacher	PARTECIPA_COME_SOGGETTO	evt_revival
evt_dog_care	COME	CAMBIAMENTO_DI_STATO
evt_dog_care	AVVIENE_IN	loc_neville_house
evt_dog_death	COME	SACRIFICIO
evt_dog_death	AVVIENE_DOPO	evt_dog_care
evt_dog_burial	AVVIENE_DOPO	evt_dog_death
evt_virginia_death	AVVIENE_DOPO	evt_dog_burial
evt_virginia_death	COME	SACRIFICIO
evt_virginia_death	AVVIENE_DOPO	evt_woman_dissolution
evt_virginia_death	AVVIENE_IN	loc_bedroom
evt_wandering	AVVIENE_DOPO	evt_virginia_death
evt_wandering	AVVIENE_IN	loc_cimarron_street
evt_revival	AVVIENE_DOPO	evt_wandering
evt_revival	AVVIENE_IN	loc_tent
evt_escape	AVVIENE_DOPO	evt_revival
evt_analysis	COME	RIVELAZIONE_SCOPERTA
evt_analysis	AVVIENE_DOPO	evt_escape
evt_analysis	AVVIENE_IN	loc_living_room
evt_hunting	COME	LOTTA_SCONTRO
evt_hunting	AVVIENE_IN	loc_compton_boulevard
evt_hunting	AVVIENE_DOPO	evt_neville_hunting
loc_tent	COME	AL_CHIUSO
loc_compton_boulevard	COME	ALL_APERTO
char_ruth	COME	OGGETTO_DI_VALORE
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_woman_spotted
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_neville_calls_out
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_chase
char_ruth	PARTECIPA_COME_OPPONENTE_RIVALE	evt_struggle
char_ruth	PARTECIPA_COME_SOGGETTO	evt_ruth_crying
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_ruth_brought_home
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_ruth_locked_in_bedroom
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_neville_wakes_ruth
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_waking_woman
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_interrogation
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_garlic_test
char_ruth	PARTECIPA_COME_SOGGETTO	evt_ruth_retching
char_ruth	PARTECIPA_COME_SOGGETTO	evt_ruth_escape_attempt
char_ruth	PARTECIPA_COME_AMICO	evt_supper_conversation
char_ruth	PARTECIPA_COME_SOGGETTO	evt_blood_test_agreement
char_ruth	PARTECIPA_COME_AMICO	evt_evening_together
char_ruth	PARTECIPA_COME_SOGGETTO	evt_wine_conversation
char_ruth	PARTECIPA_COME_SOGGETTO	evt_cortman_demonstration
char_ruth	PARTECIPA_COME_SOGGETTO	evt_ruth_bathroom
char_ruth	PARTECIPA_COME_SOGGETTO	evt_music_playing
char_ruth	PARTECIPA_COME_DESTINATARIO	evt_robert_explanation
char_ruth	PARTECIPA_COME_SPETTATORE_NEUTRALE	evt_scientific_discovery
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_ruth_awakening
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_ruth_dressed
char_ruth	PARTECIPA_COME_SPETTATORE_NEUTRALE	evt_ruth_confession
char_ruth	PARTECIPA_COME_AMANTE_AMATO	evt_ruth_embrace
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_ruth_blood_test
char_ruth	PARTECIPA_COME_SOGGETTO	evt_ruth_betrayal
char_ruth	PARTECIPA_COME_SOGGETTO	evt_ruth_strikes
char_ruth	PARTECIPA_COME_SOGGETTO	evt_ruth_leaves
char_ruth	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_robert_reads_letter
char_ruth	COME	DONATORE_FORNITORE
char_ruth	PARTECIPA_COME_DONATORE	evt_ruth_gives_packet
evt_neville_hunting	AVVIENE_IN	loc_neighborhood
evt_neville_hunting	COME	LOTTA_SCONTRO
evt_neville_resting	AVVIENE_IN	loc_porch
evt_neville_resting	AVVIENE_DOPO	evt_neville_hunting
evt_woman_spotted	AVVIENE_IN	loc_field
evt_woman_spotted	AVVIENE_DOPO	evt_neville_resting
evt_woman_spotted	COME	RIVELAZIONE_SCOPERTA
evt_chase	AVVIENE_DOPO	evt_neville_calls_out
evt_chase	AVVIENE_IN	loc_field
evt_chase	COME	SPOSTAMENTO_VIAGGIO
evt_struggle	AVVIENE_DOPO	evt_chase
evt_struggle	AVVIENE_IN	loc_field
evt_struggle	COME	LOTTA_SCONTRO
evt_ruth_crying	AVVIENE_DOPO	evt_struggle
evt_ruth_crying	AVVIENE_IN	loc_field
evt_ruth_crying	COME	RIVELAZIONE_SCOPERTA
evt_ruth_brought_home	AVVIENE_DOPO	evt_ruth_crying
evt_ruth_brought_home	AVVIENE_IN	loc_neville_house
evt_ruth_brought_home	COME	SPOSTAMENTO_VIAGGIO
evt_ruth_locked_in_bedroom	AVVIENE_DOPO	evt_ruth_brought_home
evt_ruth_locked_in_bedroom	AVVIENE_IN	loc_bedroom
evt_neville_worrying	AVVIENE_DOPO	evt_ruth_locked_in_bedroom
evt_neville_worrying	AVVIENE_IN	loc_kitchen
evt_neville_worrying	COME	PREDICAMENTO
evt_neville_wakes_ruth	AVVIENE_DOPO	evt_neville_worrying
evt_neville_wakes_ruth	AVVIENE_IN	loc_bedroom
evt_neville_wakes_ruth	COME	RIVELAZIONE_SCOPERTA
evt_neville_wakes_ruth	AVVIENE_DOPO	evt_waking_woman
loc_field	COME	ALL_APERTO
evt_waking_woman	COME	RIVELAZIONE_SCOPERTA
evt_waking_woman	AVVIENE_IN	loc_bedroom
evt_interrogation	COME	RIVELAZIONE_SCOPERTA
evt_interrogation	AVVIENE_DOPO	evt_waking_woman
evt_interrogation	AVVIENE_IN	loc_bedroom
evt_interrogation	COME	LOTTA_SCONTRO
evt_interrogation	AVVIENE_IN	loc_neville_house
evt_ruth_retching	COME	RIVELAZIONE_SCOPERTA
evt_ruth_retching	AVVIENE_DOPO	evt_garlic_test
evt_ruth_retching	AVVIENE_IN	loc_bathroom
evt_ruth_escape_attempt	COME	LOTTA_SCONTRO
evt_ruth_escape_attempt	AVVIENE_DOPO	evt_ruth_retching
evt_ruth_escape_attempt	AVVIENE_IN	loc_living_room
evt_supper_conversation	COME	ALLEANZA_PATTO
evt_supper_conversation	AVVIENE_DOPO	evt_ruth_escape_attempt
evt_supper_conversation	AVVIENE_IN	loc_kitchen
evt_blood_test_agreement	COME	ALLEANZA_PATTO
evt_blood_test_agreement	AVVIENE_DOPO	evt_supper_conversation
evt_blood_test_agreement	AVVIENE_IN	loc_living_room
evt_evening_together	COME	ALLEANZA_PATTO
evt_evening_together	AVVIENE_DOPO	evt_blood_test_agreement
evt_evening_together	AVVIENE_IN	loc_living_room
evt_evening_together	AVVIENE_DOPO	evt_plague
loc_bathroom	COME	AL_CHIUSO
loc_inglewood	COME	ALL_APERTO
evt_ruth_arrival	AVVIENE_DOPO	evt_plague
evt_wine_conversation	AVVIENE_DOPO	evt_ruth_arrival
evt_wine_conversation	AVVIENE_IN	loc_living_room
evt_wine_conversation	COME	PREPARAZIONE
evt_cortman_demonstration	AVVIENE_DOPO	evt_wine_conversation
evt_cortman_demonstration	AVVIENE_IN	loc_window_peephole
evt_cortman_cross_test	AVVIENE_DOPO	evt_cortman_demonstration
evt_cortman_cross_test	COME	RIVELAZIONE_SCOPERTA
evt_cortman_torah_test	AVVIENE_DOPO	evt_cortman_cross_test
evt_cortman_torah_test	COME	RIVELAZIONE_SCOPERTA
evt_cortman_attack	AVVIENE_DOPO	evt_cortman_torah_test
evt_cortman_attack	COME	LOTTA_SCONTRO
evt_cortman_attack	AVVIENE_DOPO	evt_car_chase
evt_cortman_attack	AVVIENE_IN	loc_driveway
evt_ruth_bathroom	AVVIENE_DOPO	evt_cortman_demonstration
evt_ruth_bathroom	AVVIENE_IN	loc_bathroom
evt_music_playing	AVVIENE_DOPO	evt_ruth_bathroom
evt_music_playing	AVVIENE_IN	loc_living_room
evt_robert_explanation	AVVIENE_DOPO	evt_music_playing
evt_robert_explanation	AVVIENE_IN	loc_living_room
evt_robert_explanation	COME	RIVELAZIONE_SCOPERTA
evt_panama_bat_bite	AVVIENE_DOPO	evt_plague
evt_panama_bat_bite	AVVIENE_IN	loc_panama
evt_panama_bat_bite	COME	SPOSTAMENTO_VIAGGIO
evt_vampire_decomposition	AVVIENE_DOPO	evt_robert_explanation
evt_vampire_decomposition	COME	RIVELAZIONE_SCOPERTA
evt_vampire_decomposition	AVVIENE_DOPO	evt_scientific_discovery
loc_window_peephole	COME	AL_CHIUSO
loc_outside_lamppost	COME	ALL_APERTO
evt_scientific_discovery	COME	RIVELAZIONE_SCOPERTA
evt_scientific_discovery	AVVIENE_DOPO	evt_vacuum_experiment
evt_scientific_discovery	AVVIENE_IN	loc_neville_house
evt_vacuum_experiment	AVVIENE_DOPO	evt_woman_decomposition
evt_virge_return	AVVIENE_DOPO	evt_scientific_discovery
evt_virge_death	AVVIENE_DOPO	evt_virge_return
evt_ruth_awakening	AVVIENE_DOPO	evt_virge_death
evt_ruth_awakening	AVVIENE_IN	loc_neville_house
evt_ruth_dressed	AVVIENE_DOPO	evt_ruth_awakening
evt_ruth_confession	AVVIENE_DOPO	evt_ruth_dressed
evt_ruth_embrace	AVVIENE_DOPO	evt_ruth_confession
evt_ruth_blood_test	AVVIENE_DOPO	evt_ruth_embrace
evt_ruth_blood_test	AVVIENE_IN	loc_bedroom
evt_ruth_betrayal	AVVIENE_DOPO	evt_ruth_blood_test
evt_ruth_betrayal	COME	TRADIMENTO_ROTTURA
evt_ruth_betrayal	AVVIENE_IN	loc_bedroom
evt_robert_unconscious	AVVIENE_DOPO	evt_ruth_betrayal
evt_robert_unconscious	COME	SCONFITTA
evt_robert_recovery	AVVIENE_DOPO	evt_robert_unconscious
evt_robert_recovery	AVVIENE_IN	loc_bathroom
evt_robert_recovery	AVVIENE_DOPO	evt_ruth_strikes
char_dark_men	PARTECIPA_COME_SOGGETTO	evt_dark_men_arrive
char_dark_men	PARTECIPA_COME_SOGGETTO	evt_vampires_killed
char_dark_men	PARTECIPA_COME_OPPONENTE_RIVALE	evt_cortman_spotted
char_dark_men	PARTECIPA_COME_SOGGETTO	evt_cortman_shot
char_dark_men	PARTECIPA_COME_SOGGETTO	evt_house_attacked
char_dark_men	COME	OPPONENTE_ANTAGONISTA
char_dark_men	PARTECIPA_COME_OPPONENTE_RIVALE	evt_attack_house
char_dark_men	PARTECIPA_COME_OPPONENTE_RIVALE	evt_gunfight
char_dark_men	PARTECIPA_COME_SOGGETTO	evt_neville_captured
evt_ruth_strikes	COME	LOTTA_SCONTRO
evt_ruth_strikes	AVVIENE_IN	loc_neville_house
evt_ruth_strikes	AVVIENE_DOPO	evt_robert_wakes
evt_robert_wakes	AVVIENE_IN	loc_neville_house
evt_robert_wakes	AVVIENE_DOPO	evt_ruth_leaves
evt_ruth_leaves	AVVIENE_IN	loc_neville_house
evt_ruth_leaves	AVVIENE_DOPO	evt_robert_reads_letter
evt_robert_reads_letter	COME	RIVELAZIONE_SCOPERTA
evt_robert_reads_letter	AVVIENE_IN	loc_bedroom
evt_robert_reads_letter	AVVIENE_DOPO	evt_robert_discovers_pill
evt_robert_discovers_pill	COME	RIVELAZIONE_SCOPERTA
evt_robert_discovers_pill	AVVIENE_IN	loc_neville_house
evt_robert_discovers_pill	AVVIENE_DOPO	evt_robert_realizes_mutation
evt_robert_realizes_mutation	COME	RIVELAZIONE_SCOPERTA
evt_robert_realizes_mutation	AVVIENE_IN	loc_neville_house
evt_robert_realizes_mutation	AVVIENE_DOPO	evt_dark_men_arrive
evt_dark_men_arrive	COME	LOTTA_SCONTRO
evt_dark_men_arrive	AVVIENE_IN	loc_cimarron_street
evt_dark_men_arrive	AVVIENE_DOPO	evt_vampires_killed
evt_vampires_killed	COME	LOTTA_SCONTRO
evt_vampires_killed	AVVIENE_IN	loc_cimarron_street
evt_vampires_killed	AVVIENE_DOPO	evt_cortman_spotted
evt_cortman_spotted	AVVIENE_IN	loc_roof
evt_cortman_spotted	AVVIENE_DOPO	evt_cortman_shot
evt_cortman_shot	COME	SCONFITTA
evt_cortman_shot	AVVIENE_IN	loc_roof
evt_cortman_shot	AVVIENE_DOPO	evt_house_attacked
evt_house_attacked	COME	LOTTA_SCONTRO
evt_house_attacked	AVVIENE_IN	loc_neville_house
evt_house_attacked	AVVIENE_DOPO	evt_robert_armed
evt_robert_armed	COME	PREPARAZIONE
evt_robert_armed	AVVIENE_IN	loc_bedroom
evt_robert_armed	AVVIENE_DOPO	evt_attack_house
loc_roof	COME	ALL_APERTO
evt_attack_house	COME	LOTTA_SCONTRO
evt_attack_house	AVVIENE_IN	loc_neville_house
evt_gunfight	COME	LOTTA_SCONTRO
evt_gunfight	AVVIENE_IN	loc_living_room
evt_gunfight	AVVIENE_DOPO	evt_attack_house
evt_neville_captured	COME	SCONFITTA
evt_neville_captured	AVVIENE_IN	loc_neville_house
evt_neville_captured	AVVIENE_DOPO	evt_gunfight
evt_neville_wakes	COME	CAMBIAMENTO_DI_STATO
evt_neville_wakes	AVVIENE_IN	loc_cell
evt_neville_wakes	AVVIENE_DOPO	evt_neville_captured
evt_ruth_visits	COME	RIVELAZIONE_SCOPERTA
evt_ruth_visits	AVVIENE_IN	loc_cell
evt_ruth_visits	AVVIENE_DOPO	evt_neville_wakes
evt_ruth_gives_packet	AVVIENE_DOPO	evt_ruth_visits
evt_neville_at_window	COME	RIVELAZIONE_SCOPERTA
evt_neville_at_window	AVVIENE_IN	loc_cell
evt_neville_at_window	AVVIENE_DOPO	evt_ruth_gives_packet
evt_neville_at_window	AVVIENE_DOPO	evt_night_siege
loc_cell	COME	AL_CHIUSO
char_woman_market	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_market_killing
char_woman_bedroom	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_market_killing
evt_night_siege	COME	PREDICAMENTO
evt_night_siege	AVVIENE_IN	loc_neville_house
evt_alarm_morning	AVVIENE_DOPO	evt_night_siege
evt_alarm_morning	AVVIENE_IN	loc_bedroom
evt_vampires_retreat	AVVIENE_DOPO	evt_alarm_morning
evt_ben_cortman_call	AVVIENE_DOPO	evt_vampires_retreat
evt_body_disposal	AVVIENE_DOPO	evt_ben_cortman_call
evt_body_disposal	AVVIENE_IN	loc_neville_house
evt_burning_pit	AVVIENE_DOPO	evt_body_disposal
evt_burning_pit	AVVIENE_IN	loc_burning_pit_field
evt_market_visit	AVVIENE_DOPO	evt_burning_pit
evt_market_visit	AVVIENE_IN	loc_market
evt_market_killing	AVVIENE_DOPO	evt_market_visit
evt_market_killing	AVVIENE_IN	loc_market
evt_market_killing	COME	LOTTA_SCONTRO
evt_sears_visit	AVVIENE_DOPO	evt_market_killing
evt_sears_visit	AVVIENE_IN	loc_sears
evt_sears_killing	AVVIENE_DOPO	evt_sears_visit
evt_sears_killing	AVVIENE_IN	loc_sears
evt_sears_killing	COME	LOTTA_SCONTRO
evt_lunch	AVVIENE_DOPO	evt_sears_killing
evt_stake_hunt	AVVIENE_DOPO	evt_lunch
evt_stake_hunt	COME	LOTTA_SCONTRO
evt_reading_dracula	AVVIENE_DOPO	evt_stake_hunt
evt_reading_dracula	AVVIENE_IN	loc_living_room
evt_reading_dracula	COME	RIVELAZIONE_SCOPERTA
evt_reading_dracula	AVVIENE_DOPO	evt_discovery
loc_garage	COME	AL_CHIUSO
loc_burning_pit_field	COME	CAMPO_DI_BATTAGLIA
loc_sears	COME	ALL_APERTO
loc_gas_station	COME	ALL_APERTO
char_people	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_discovery
char_people	PARTECIPA_COME_SOGGETTO	evt_fear
evt_discovery	AVVIENE_IN	loc_crowd
evt_discovery	AVVIENE_DOPO	evt_silence
evt_discovery	COME	RIVELAZIONE_SCOPERTA
evt_silence	AVVIENE_DOPO	evt_realization
evt_realization	AVVIENE_DOPO	evt_fear
evt_realization	COME	CAMBIAMENTO_DI_STATO
evt_fear	AVVIENE_DOPO	evt_death
evt_death	AVVIENE_IN	loc_bar
evt_death	COME	SACRIFICIO
evt_death	AVVIENE_DOPO	evt_vampire_legend
evt_vampire_legend	COME	RIVELAZIONE_SCOPERTA
evt_children_afternoon	COME	LOTTA_SCONTRO
evt_children_afternoon	AVVIENE_DOPO	evt_vampire_legend
evt_drinking	COME	PREDICAMENTO
evt_drinking	AVVIENE_IN	loc_living_room
evt_drinking	AVVIENE_DOPO	evt_children_afternoon
evt_cortman_calling	COME	LOTTA_SCONTRO
evt_cortman_calling	AVVIENE_DOPO	evt_drinking
evt_hand_injury	COME	PREDICAMENTO
evt_hand_injury	AVVIENE_IN	loc_living_room
evt_hand_injury	AVVIENE_DOPO	evt_cortman_calling
evt_temptation	COME	PREDICAMENTO
evt_temptation	AVVIENE_IN	loc_neville_house
evt_temptation	AVVIENE_DOPO	evt_hand_injury
evt_wall_punch	COME	PREDICAMENTO
evt_wall_punch	AVVIENE_IN	loc_neville_house
evt_wall_punch	AVVIENE_DOPO	evt_temptation
evt_sleep	AVVIENE_IN	loc_bedroom
evt_sleep	AVVIENE_DOPO	evt_wall_punch
evt_hangover	AVVIENE_IN	loc_bedroom
evt_hangover	AVVIENE_DOPO	evt_sleep
evt_woman_sidewalk	AVVIENE_DOPO	evt_hangover
evt_car_escape	COME	SPOSTAMENTO_VIAGGIO
evt_car_escape	AVVIENE_IN	loc_compton_boulevard
evt_car_escape	AVVIENE_DOPO	evt_woman_sidewalk
evt_cemetery_visit	COME	SPOSTAMENTO_VIAGGIO
evt_cemetery_visit	AVVIENE_IN	loc_cemetery
evt_cemetery_visit	AVVIENE_DOPO	evt_car_escape
evt_cemetery_visit	AVVIENE_DOPO	evt_visit_crypt
loc_cemetery	COME	ALL_APERTO
loc_crypt	COME	AL_CHIUSO
char_unknown_man_crypt	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_find_man_crypt
char_woman_house	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_capture_woman
char_woman_house	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_woman_dies
evt_visit_crypt	COME	ESPOSIZIONE
evt_visit_crypt	AVVIENE_IN	loc_crypt
evt_find_man_crypt	AVVIENE_DOPO	evt_visit_crypt
evt_find_man_crypt	COME	ESPOSIZIONE
evt_find_man_crypt	AVVIENE_IN	loc_crypt
evt_discovery_sunlight	AVVIENE_DOPO	evt_find_man_crypt
evt_discovery_sunlight	COME	RIVELAZIONE_SCOPERTA
evt_capture_woman	AVVIENE_DOPO	evt_discovery_sunlight
evt_capture_woman	COME	LOTTA_SCONTRO
evt_capture_woman	AVVIENE_IN	loc_neville_house
evt_woman_dies	AVVIENE_DOPO	evt_capture_woman
evt_woman_dies	COME	SCONFITTA
evt_woman_dies	AVVIENE_IN	loc_cimarron_street
evt_watch_stops	AVVIENE_DOPO	evt_woman_dies
evt_watch_stops	COME	RIVELAZIONE_SCOPERTA
evt_drive_home	AVVIENE_DOPO	evt_watch_stops
evt_drive_home	COME	SPOSTAMENTO_VIAGGIO
evt_drive_home	AVVIENE_IN	loc_gardena
evt_encounter_vampires	AVVIENE_DOPO	evt_drive_home
evt_encounter_vampires	COME	LOTTA_SCONTRO
evt_encounter_vampires	AVVIENE_IN	loc_neville_house
evt_car_chase	AVVIENE_DOPO	evt_encounter_vampires
evt_car_chase	COME	LOTTA_SCONTRO
evt_car_chase	AVVIENE_IN	loc_cimarron_street
evt_confrontation_cortman	AVVIENE_DOPO	evt_car_chase
evt_confrontation_cortman	COME	LOTTA_SCONTRO
evt_porch_fight	COME	LOTTA_SCONTRO
evt_porch_fight	AVVIENE_DOPO	evt_cortman_attack
evt_porch_fight	AVVIENE_IN	loc_porch
evt_house_breach	COME	CAMBIAMENTO_DI_STATO
evt_house_breach	AVVIENE_DOPO	evt_porch_fight
evt_house_breach	AVVIENE_IN	loc_neville_house
evt_vampire_siege	COME	LOTTA_SCONTRO
evt_vampire_siege	AVVIENE_DOPO	evt_house_breach
evt_vampire_siege	AVVIENE_IN	loc_neville_house
evt_car_destruction	COME	SCONFITTA
evt_car_destruction	AVVIENE_DOPO	evt_vampire_siege
evt_car_destruction	AVVIENE_IN	loc_driveway
evt_power_failure	COME	RIVELAZIONE_SCOPERTA
evt_power_failure	AVVIENE_DOPO	evt_car_destruction
evt_power_failure	AVVIENE_IN	loc_neville_house
evt_armed_counterattack	COME	LOTTA_SCONTRO
evt_armed_counterattack	AVVIENE_DOPO	evt_power_failure
evt_armed_counterattack	AVVIENE_IN	loc_porch
evt_final_retreat	COME	SCONFITTA
evt_final_retreat	AVVIENE_DOPO	evt_armed_counterattack
evt_final_retreat	AVVIENE_IN	loc_neville_house
evt_house_repair	COME	PREPARAZIONE
evt_house_repair	AVVIENE_DOPO	evt_final_retreat
evt_house_repair	AVVIENE_IN	loc_neville_house
evt_new_car_acquisition	COME	PREPARAZIONE
evt_new_car_acquisition	AVVIENE_DOPO	evt_house_repair
evt_new_car_acquisition	AVVIENE_IN	loc_santa_monica
evt_dust_storm	COME	CAMBIAMENTO_DI_STATO
evt_dust_storm	AVVIENE_IN	loc_bedroom
evt_virginia_illness	COME	RIVELAZIONE_SCOPERTA
evt_virginia_illness	AVVIENE_DOPO	evt_dust_storm
evt_virginia_illness	AVVIENE_IN	loc_bedroom
evt_virginia_illness	AVVIENE_DOPO	evt_morning_routine
obj_station_wagon	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_car_destruction
char_bob	COME	SOGGETTO_EROE
loc_car	COME	ALL_APERTO
evt_morning_routine	COME	ESPOSIZIONE
evt_morning_routine	AVVIENE_IN	loc_bathroom
evt_morning_routine	PARTECIPA_COME_SOGGETTO	char_bob
evt_check_kathy	AVVIENE_IN	loc_bedroom
evt_check_kathy	AVVIENE_DOPO	evt_morning_routine
evt_check_kathy	PARTECIPA_COME_SOGGETTO	char_bob
evt_check_kathy	PARTECIPA_COME_OGGETTO_BERSAGLIO	char_kathy
evt_kitchen_conversation	COME	ESPOSIZIONE
evt_kitchen_conversation	AVVIENE_IN	loc_kitchen
evt_kitchen_conversation	AVVIENE_DOPO	evt_check_kathy
evt_kitchen_conversation	PARTECIPA_COME_SOGGETTO	char_bob
evt_kitchen_conversation	PARTECIPA_COME_SOGGETTO	char_virginia
evt_virginia_unwell	COME	PREDICAMENTO
evt_virginia_unwell	AVVIENE_DOPO	evt_kitchen_conversation
evt_virginia_unwell	PARTECIPA_COME_OGGETTO_BERSAGLIO	char_virginia
evt_breakfast_preparation	AVVIENE_IN	loc_kitchen
evt_breakfast_preparation	AVVIENE_DOPO	evt_virginia_unwell
evt_breakfast_preparation	PARTECIPA_COME_SOGGETTO	char_bob
evt_mosquito_encounter	AVVIENE_IN	loc_kitchen
evt_mosquito_encounter	AVVIENE_DOPO	evt_breakfast_preparation
evt_mosquito_encounter	PARTECIPA_COME_SOGGETTO	char_virginia
evt_mosquito_encounter	PARTECIPA_COME_SOGGETTO	char_bob
evt_discussion_insects	AVVIENE_DOPO	evt_mosquito_encounter
evt_discussion_insects	PARTECIPA_COME_SOGGETTO	char_bob
evt_discussion_insects	PARTECIPA_COME_SOGGETTO	char_virginia
evt_kathy_school_decision	AVVIENE_DOPO	evt_discussion_insects
evt_kathy_school_decision	PARTECIPA_COME_SOGGETTO	char_bob
evt_kathy_school_decision	PARTECIPA_COME_SOGGETTO	char_virginia
evt_kathy_school_decision	PARTECIPA_COME_OGGETTO_BERSAGLIO	char_kathy
evt_bob_leaves_for_work	AVVIENE_DOPO	evt_kathy_school_decision
evt_bob_leaves_for_work	PARTECIPA_COME_SOGGETTO	char_bob
evt_bob_leaves_for_work	PARTECIPA_COME_SOGGETTO	char_ben_cortman
evt_neville_research	COME	PREPARAZIONE
evt_neville_research	AVVIENE_IN	loc_living_room
evt_neville_research	AVVIENE_DOPO	evt_bob_leaves_for_work
evt_neville_research	PARTECIPA_COME_SOGGETTO	char_robert_neville
evt_neville_obtains_allyl_sulphide	COME	PREPARAZIONE
evt_neville_obtains_allyl_sulphide	AVVIENE_DOPO	evt_neville_research
evt_neville_obtains_allyl_sulphide	PARTECIPA_COME_SOGGETTO	char_robert_neville
evt_neville_injects_vampire	AVVIENE_IN	loc_house_cleared_area
evt_neville_injects_vampire	AVVIENE_DOPO	evt_neville_obtains_allyl_sulphide
evt_neville_injects_vampire	PARTECIPA_COME_SOGGETTO	char_robert_neville
evt_neville_injects_vampire	PARTECIPA_COME_OGGETTO_BERSAGLIO	char_vampire
evt_injection_fails	COME	SCONFITTA
evt_injection_fails	AVVIENE_DOPO	evt_neville_injects_vampire
evt_injection_fails	PARTECIPA_COME_SOGGETTO	char_robert_neville
evt_onion_structure	AVVIENE_IN	loc_front_lawn
evt_onion_structure	AVVIENE_DOPO	evt_injection_fails
evt_onion_structure	PARTECIPA_COME_SOGGETTO	char_robert_neville
evt_neville_cross_experiment	AVVIENE_IN	loc_living_room
evt_neville_cross_experiment	AVVIENE_DOPO	evt_onion_structure
evt_neville_cross_experiment	PARTECIPA_COME_SOGGETTO	char_robert_neville
evt_neville_cross_experiment	PARTECIPA_COME_OGGETTO_BERSAGLIO	char_vampire
evt_vampire_awakens	AVVIENE_DOPO	evt_neville_cross_experiment
evt_vampire_awakens	PARTECIPA_COME_SOGGETTO	char_vampire
evt_vampire_reacts_to_cross	COME	RIVELAZIONE_SCOPERTA
evt_vampire_reacts_to_cross	AVVIENE_DOPO	evt_vampire_awakens
evt_vampire_reacts_to_cross	PARTECIPA_COME_SOGGETTO	char_vampire
evt_vampire_reacts_to_cross	PARTECIPA_COME_SOGGETTO	char_robert_neville
evt_vampire_reacts_to_cross	AVVIENE_DOPO	evt_interrogation
evt_vampire_expelled	COME	SCONFITTA
evt_vampire_expelled	AVVIENE_DOPO	evt_interrogation
evt_vampire_expelled	AVVIENE_IN	loc_neville_house
evt_neville_soil_experiment	COME	RIVELAZIONE_SCOPERTA
evt_neville_soil_experiment	AVVIENE_DOPO	evt_vampire_expelled
evt_neville_soil_experiment	AVVIENE_IN	loc_cimarron_street
evt_water_trough_test	COME	PREPARAZIONE
evt_water_trough_test	AVVIENE_DOPO	evt_neville_soil_experiment
evt_water_trough_test	AVVIENE_IN	loc_neville_house
evt_cortman_appears	COME	RIVELAZIONE_SCOPERTA
evt_cortman_appears	AVVIENE_DOPO	evt_water_trough_test
evt_cortman_appears	AVVIENE_IN	loc_cimarron_street
evt_cortman_discovers_water	COME	RIVELAZIONE_SCOPERTA
evt_cortman_discovers_water	AVVIENE_DOPO	evt_cortman_appears
evt_cortman_discovers_water	AVVIENE_IN	loc_cimarron_street
evt_neville_shoots_cortman	COME	LOTTA_SCONTRO
evt_neville_shoots_cortman	AVVIENE_DOPO	evt_cortman_discovers_water
evt_neville_shoots_cortman	AVVIENE_IN	loc_neville_house
evt_neville_laughs	COME	CAMBIAMENTO_DI_STATO
evt_neville_laughs	AVVIENE_DOPO	evt_neville_shoots_cortman
